Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
KRAS_siRNA_P2_2 - polya	(1, 0.0024582349863415493)	(2, 0.007879018434276014)	(3, 0.009961950369267709)	(4, 0.012302903152062429)	(5, 0.0144163284599763)	(6, 0.016161487648753123)	(7, 0.018507131719689717)	(8, 0.025888873610927173)	(9, 0.03548490350512878)	(10, 0.04450625060195091)	(12, 0.05121831111093597)	(14, 0.06283863183835585)	(16, 0.07608917519507666)	(18, 0.08609686562372763)	(20, 0.09697830846880248)	(22, 0.10803684744123306)	(24, 0.11765281531003761)	(26, 0.12749161936558118)	(28, 0.13742894047210402)	(30, 0.14617584721262658)	(32, 0.15480078046146042)	(34, 0.16305627476912177)	(36, 0.17076171554214847)	(38, 0.17844135423039487)	(40, 0.18699005404692332)	(42, 0.19460518752321893)	(44, 0.20226019694872052)	(46, 0.21088747584162532)	(48, 0.21872779114873087)	(50, 0.2263323692267073)	(52, 0.2351953853487412)	(54, 0.24600997733779437)	(56, 0.2547029342646854)	(58, 0.26246467049541455)	(60, 0.2707318930234306)	(62, 0.2793497893400516)	(64, 0.28774367664789824)	(66, 0.2960097263538788)	(68, 0.30440126801765444)	(70, 0.3135176136993495)	(72, 0.3223149517873972)	(74, 0.3304953854847885)	(76, 0.3401793770316503)	(78, 0.34895560432305955)	(80, 0.35674783392671094)	(82, 0.365345792268729)	(84, 0.37633513474106695)	(86, 0.387930826205742)	(88, 0.3973403773963041)	(90, 0.4068824574768742)	(92, 0.4159307794805121)	(94, 0.42600180229907836)	(96, 0.43434408543736436)	(98, 0.44216915405800883)	(100, 0.4504938448657628)	(102, 0.45880798027519754)	(104, 0.46684298404019087)	(106, 0.474752495847389)	(108, 0.48402248121573044)	(110, 0.4920973609299296)	(112, 0.5006824182295576)	(114, 0.5101670300303898)	(116, 0.5197231839753853)	(118, 0.5295033469291555)	(120, 0.5402440511299742)	(122, 0.5500242140837442)	(124, 0.5588919214939201)	(126, 0.5689887463972666)	(128, 0.5785378634100495)	(130, 0.5882734591264718)	(132, 0.5980594861904194)	(134, 0.6074596548046978)	(136, 0.6156553351885501)	(138, 0.6234534289023789)
KRAS_siRNA_P2_2 - polyg	(1, 0.025454929457803904)	(2, 0.026139857526517388)	(3, 0.026294670035199204)	(4, 0.026508123645654434)	(5, 0.026660590510265314)	(6, 0.02686231590036586)	(7, 0.02715083012109106)	(8, 0.027533170104653726)	(9, 0.028082050817252888)	(10, 0.0287622875978245)	(12, 0.02965128670070947)	(14, 0.03048750881199836)	(16, 0.031377680736918795)	(18, 0.0320215600343909)	(20, 0.032793276933729035)	(22, 0.03360252413820215)	(24, 0.03441411698674622)	(26, 0.03510256352156611)	(28, 0.035774590547889444)	(30, 0.03649353045563151)	(32, 0.03730277766010463)	(34, 0.03817066596635117)	(36, 0.038951765441973055)	(38, 0.03976922240069446)	(40, 0.040666431257827707)	(42, 0.04148975232672645)	(44, 0.04247140437041341)	(46, 0.043431945617461956)	(48, 0.044337364228843476)	(50, 0.045279140323324515)	(52, 0.04616227531603215)	(54, 0.04726355520733687)	(56, 0.04833786019182583)	(58, 0.04928784604055515)	(60, 0.05029060888088055)	(62, 0.05147515913670353)	(64, 0.052700758163767895)	(66, 0.05397444289428646)	(68, 0.05550263000650166)	(70, 0.0575538957465357)	(72, 0.059378806833724374)	(74, 0.06145822030260967)	(76, 0.06385195007700045)	(78, 0.06607210219014195)	(80, 0.06841774626107854)	(82, 0.07087598124742009)	(84, 0.07324390893703057)	(86, 0.07560362687239279)	(88, 0.07808649112147917)	(90, 0.08071361248092815)	(92, 0.08354245923047768)	(94, 0.08653198259888636)	(96, 0.08975137908624685)	(98, 0.09338243610805669)	(100, 0.09724453907085379)	(102, 0.10142564962729828)	(104, 0.1060266304724404)	(106, 0.11086100290264071)	(108, 0.11597216133321156)	(110, 0.12119473785715187)	(112, 0.12669996449164006)	(114, 0.13260277779615198)	(116, 0.1393535414323075)	(118, 0.14606912040739897)	(120, 0.15308376900153486)	(122, 0.16017816949408256)	(124, 0.16781206812294572)	(126, 0.17606169832042973)	(128, 0.18500446634087547)	(130, 0.1948327149980998)	(132, 0.2053904589613854)	(134, 0.21666948847648398)	(136, 0.22921985707803022)	(138, 0.24340748524109024)
KRAS_siRNA_P3_1_fastq_gz - illumina_universal_adapter	(1, 7.130422365339834e-05)	(2, 0.00018301417404372242)	(3, 0.0005324048699453743)	(4, 0.0011242299262685805)	(5, 0.001273968795940717)	(6, 0.0015306640010929512)	(7, 0.0016447507589383884)	(8, 0.0018634170448088101)	(9, 0.0020630688710383256)	(10, 0.0028200820454919043)	(12, 0.003382197008626195)	(14, 0.0039502539903982685)	(16, 0.004514745760987672)	(18, 0.005231353208704326)	(20, 0.006189206613114976)	(22, 0.007347900247482699)	(24, 0.008560072049590473)	(26, 0.01002775065312292)	(28, 0.01147760320074202)	(30, 0.013074817810578144)	(32, 0.01471006133969608)	(34, 0.016401159844009174)	(36, 0.018161185764520558)	(38, 0.019909327647756374)	(40, 0.021781063518658078)	(42, 0.0236551761970149)	(44, 0.02547343390017656)	(46, 0.027418850802186777)	(48, 0.029432006716667722)	(50, 0.03151646685480207)	(52, 0.03352368075064523)	(54, 0.035585561217956)	(56, 0.03757613746161337)	(58, 0.039806771258237186)	(60, 0.04216218744625444)	(62, 0.04465427006294071)	(64, 0.04714754108335455)	(66, 0.04965150773731638)	(68, 0.052355126217507736)	(70, 0.05539743976005273)	(72, 0.05908743333411609)	(74, 0.06325754201411235)	(76, 0.06780793988692671)	(78, 0.07291926431914783)	(80, 0.07908470285771166)	(82, 0.08643616831637703)	(84, 0.09493087816095189)	(86, 0.10430500676391866)	(88, 0.11483188698261537)	(90, 0.1271853437305666)	(92, 0.1416137533868318)	(94, 0.15844273857276137)	(96, 0.17673702555476825)	(98, 0.196570295363961)	(100, 0.2186163729138642)	(102, 0.24340766307442327)	(104, 0.27066607937338993)	(106, 0.3007683457923995)	(108, 0.3330239997657418)	(110, 0.3674318528896892)	(112, 0.40542036644476476)	(114, 0.4463596864553634)	(116, 0.4908558988225391)	(118, 0.5380272079804447)	(120, 0.5888588006192248)	(122, 0.6429240398006866)	(124, 0.7018462850166723)	(126, 0.7650503488630447)	(128, 0.8333122589738979)	(130, 0.9059546252245252)	(132, 0.9839032141186925)	(134, 1.0673220253708033)	(136, 1.1572354629940111)	(138, 1.2533951506092564)
KRAS_siRNA_P3_1_fastq_gz - polya	(1, 0.001827764932982111)	(2, 0.006350829520062679)	(3, 0.008066884502654467)	(4, 0.01019412717498085)	(5, 0.01218113820745555)	(6, 0.013866294693130865)	(7, 0.01597214609836123)	(8, 0.023639726948556664)	(9, 0.033489217042546086)	(10, 0.04226320176309675)	(12, 0.048507074947679335)	(14, 0.05985276533466258)	(16, 0.0731391190087458)	(18, 0.08239203043150178)	(20, 0.09315777979943737)	(22, 0.10383915250271644)	(24, 0.1127700065153046)	(26, 0.12207639610580064)	(28, 0.1317333647959259)	(30, 0.14046100177110182)	(32, 0.1498874201380811)	(34, 0.15838331838638353)	(36, 0.16598316022410822)	(38, 0.1738301900371647)	(40, 0.18267666738509633)	(42, 0.19080297207412864)	(44, 0.19877834948976125)	(46, 0.20799798560814564)	(48, 0.21559545063841523)	(50, 0.22331769806007828)	(52, 0.23335020232811143)	(54, 0.24406841554694475)	(56, 0.25365289160968907)	(58, 0.26232229680221475)	(60, 0.2711889770135148)	(62, 0.28010913539255494)	(64, 0.28802271581435457)	(66, 0.2961989334599443)	(68, 0.3049764833916776)	(70, 0.31368035229230246)	(72, 0.32230222133572584)	(74, 0.3304760621738604)	(76, 0.3398656400252854)	(78, 0.349645014299349)	(80, 0.35744926157821344)	(82, 0.3665476805163871)	(84, 0.37798131277920954)	(86, 0.3902099871357673)	(88, 0.4003423173169152)	(90, 0.4104116621005026)	(92, 0.4199081962874077)	(94, 0.43049568509620983)	(96, 0.4395774663821977)	(98, 0.4482991613387358)	(100, 0.45760317412177676)	(102, 0.46678953493578956)	(104, 0.47522601299771416)	(106, 0.4845050693024764)	(108, 0.4935737781474612)	(110, 0.501899734662723)	(112, 0.5105917195260722)	(114, 0.5196925152717009)	(116, 0.5288527312037075)	(118, 0.5387889747698085)	(120, 0.5482617408821626)	(122, 0.5573352033420576)	(124, 0.5671502297279478)	(126, 0.5775166754434243)	(128, 0.5877773532271484)	(130, 0.5989495366699082)	(132, 0.609441953180506)	(134, 0.6192035013986561)	(136, 0.6275496607772864)	(138, 0.6353622268822438)
KRAS_siRNA_P3_1_fastq_gz - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00012121718021077718)	(4, 0.00021866628587042158)	(5, 0.0003327530437158589)	(6, 0.0005585497519516204)	(7, 0.0009079404478532722)	(8, 0.0014474757401639865)	(9, 0.0022270685854411418)	(10, 0.002988835374804947)	(12, 0.004008485773048544)	(14, 0.00500317969301345)	(16, 0.006121467600644248)	(18, 0.007041292085773087)	(20, 0.008060942484016682)	(22, 0.009003346639969097)	(24, 0.009944562392193955)	(26, 0.010934502697248636)	(28, 0.012083689101795907)	(30, 0.01324238273616363)	(32, 0.014552003643931045)	(34, 0.0159400591977172)	(36, 0.017427940664618113)	(38, 0.018958604665711063)	(40, 0.020686543685578415)	(42, 0.022259990220863408)	(44, 0.0242279867936972)	(46, 0.02628273683864263)	(48, 0.028224588529470178)	(50, 0.030247251673771576)	(52, 0.03251116077476697)	(54, 0.03476556264594192)	(56, 0.03708651512586003)	(58, 0.03962969910283125)	(60, 0.04233807119793283)	(62, 0.04478261766551683)	(64, 0.04729490314557157)	(66, 0.049960492706481105)	(68, 0.05276750231096989)	(70, 0.05644085823284746)	(72, 0.05978502632219185)	(74, 0.0634393677844285)	(76, 0.06677402864395243)	(78, 0.07004926931709854)	(80, 0.07360972688485823)	(82, 0.07699192389348442)	(84, 0.08058327995816059)	(86, 0.0845240267187384)	(88, 0.08849686037996024)	(90, 0.0926693458674116)	(92, 0.09678122276475756)	(94, 0.10101431684231432)	(96, 0.1058523084171974)	(98, 0.11100879219106566)	(100, 0.11638037703962167)	(102, 0.12160459982596064)	(104, 0.12735885067478991)	(106, 0.13328304325665974)	(108, 0.13938668480139066)	(110, 0.14566858690525503)	(112, 0.1521596480651694)	(114, 0.159044070858905)	(116, 0.1660033630874767)	(118, 0.17385158130426073)	(120, 0.1820884075399558)	(122, 0.1898059013467086)	(124, 0.19683412099147857)	(126, 0.2041487459345897)	(128, 0.2117985007288718)	(130, 0.21996164593345832)	(132, 0.2286286743185289)	(134, 0.23701999303880633)	(136, 0.24526632650432184)	(138, 0.25335222546661723)
KRAS_siRNA_P3_2_fastq_gz - illumina_universal_adapter	(1, 7.130422365339834e-05)	(2, 0.00018301417404372242)	(3, 0.0005371584848556009)	(4, 0.0011242299262685805)	(5, 0.0012715919884856038)	(6, 0.0015259103861827246)	(7, 0.0016376203365730487)	(8, 0.0018610402373536968)	(9, 0.002065445678493439)	(10, 0.0028355312939501408)	(12, 0.0034130955055426673)	(14, 0.0040096741767761)	(16, 0.0046086296554646465)	(18, 0.005378715270921349)	(20, 0.006410249706440512)	(22, 0.007667580850195435)	(24, 0.009081781285987835)	(26, 0.01075624213811514)	(28, 0.0125031956176234)	(30, 0.014456931345726514)	(32, 0.016388087403006055)	(34, 0.01837866364666342)	(36, 0.020505906318989808)	(38, 0.022617699742857954)	(40, 0.024875666825215567)	(42, 0.02714195273366608)	(44, 0.02939873141229614)	(46, 0.0318444662836077)	(48, 0.034285447540009034)	(50, 0.03673355921877572)	(52, 0.03911274348134411)	(54, 0.0416178985390335)	(56, 0.04400064801278456)	(58, 0.046587802927675365)	(60, 0.04932826192342098)	(62, 0.052213706173928495)	(64, 0.05501596216350705)	(66, 0.05786575430218787)	(68, 0.060872415732906165)	(70, 0.06425817795271503)	(72, 0.06825953330339823)	(74, 0.07276477183456545)	(76, 0.0776419807324579)	(78, 0.08300168154373834)	(80, 0.08947848185892202)	(82, 0.09711397580847343)	(84, 0.10595807634894994)	(86, 0.1156257406726232)	(88, 0.12643308417102328)	(90, 0.13904442452785432)	(92, 0.15376161628991575)	(94, 0.1710077311842177)	(96, 0.18975836519760636)	(98, 0.20998499664062034)	(100, 0.23238759530879055)	(102, 0.2575472906248921)	(104, 0.28519906855768)	(106, 0.3157873921012604)	(108, 0.3483567846586776)	(110, 0.3831805790872698)	(112, 0.4216967438973805)	(114, 0.4631066717840916)	(116, 0.5080616079901041)	(118, 0.5557011482166672)	(120, 0.6070556384955721)	(122, 0.6616033695904219)	(124, 0.7210081067197955)	(126, 0.7848574737902312)	(128, 0.8538407449637113)	(130, 0.9272246751403339)	(132, 1.0058839294635802)	(134, 1.0899991453000393)	(136, 1.180542436898852)	(138, 1.2773747610238946)
KRAS_siRNA_P3_2_fastq_gz - polya	(1, 0.0024219667967604304)	(2, 0.007403755222677861)	(3, 0.009504853012997999)	(4, 0.011907805350117524)	(5, 0.014296496842506369)	(6, 0.016454638011749224)	(7, 0.01900495241108577)	(8, 0.027452126106558363)	(9, 0.038133498809837435)	(10, 0.04792000350626636)	(12, 0.05514668657353828)	(14, 0.06808959157035763)	(16, 0.0825263200527157)	(18, 0.09287850492346157)	(20, 0.1048683101307805)	(22, 0.11659428971058186)	(24, 0.1263392002765463)	(26, 0.13662602294227655)	(28, 0.14712556987523948)	(30, 0.15671598795662156)	(32, 0.166723535746376)	(34, 0.17629018575320696)	(36, 0.18473379423749686)	(38, 0.19323682290816463)	(40, 0.20261213991485894)	(42, 0.21099038619413327)	(44, 0.21915828501363005)	(46, 0.2286916597160894)	(48, 0.2369772105046143)	(50, 0.2452045295104889)	(52, 0.2550540196044783)	(54, 0.26593860934516955)	(56, 0.27569302714095445)	(58, 0.2846048666939017)	(60, 0.29382093760110345)	(62, 0.30306434179403896)	(64, 0.3112001537128918)	(66, 0.3193430960541098)	(68, 0.3281634285200352)	(70, 0.3372321373650199)	(72, 0.3460798031166791)	(74, 0.3545840201910744)	(76, 0.364384785732234)	(78, 0.37426398591941235)	(80, 0.38228927629160236)	(82, 0.39148395593170804)	(84, 0.40302216772255545)	(86, 0.4155146677066308)	(88, 0.42578366431644776)	(90, 0.436153675243107)	(92, 0.44589383219416123)	(94, 0.4565407411893412)	(96, 0.4660348985687911)	(98, 0.4751772884448844)	(100, 0.4844135622154545)	(102, 0.49340383641442054)	(104, 0.5020114446131133)	(106, 0.5113154573961542)	(108, 0.5205838180673684)	(110, 0.5290987307753117)	(112, 0.538074744129547)	(114, 0.5470519458875098)	(116, 0.5560802490057577)	(118, 0.5661674198452584)	(120, 0.5752943604728934)	(122, 0.5839245483424097)	(124, 0.593007518032125)	(126, 0.6033038479276758)	(128, 0.6129429905618877)	(130, 0.6234152042091168)	(132, 0.633930200390538)	(134, 0.6436370820372206)	(136, 0.6520759369066003)	(138, 0.6600477491110502)
KRAS_siRNA_P3_2_fastq_gz - polyg	(1, 0.03498422893181234)	(2, 0.03563309736705827)	(3, 0.03576619858454461)	(4, 0.035913560646761634)	(5, 0.03607042993879911)	(6, 0.036270081765028626)	(7, 0.036514892932905295)	(8, 0.0369450950822808)	(9, 0.0375179056789631)	(10, 0.03806219458618404)	(12, 0.03880732372336205)	(14, 0.03947639502197644)	(16, 0.04018943725851042)	(18, 0.04074442179927937)	(20, 0.041381406197249726)	(22, 0.04204334707349878)	(24, 0.0426648822230109)	(26, 0.0433256346955324)	(28, 0.04395073505622718)	(30, 0.044607922317566)	(32, 0.04544337013803832)	(34, 0.046264557113779955)	(36, 0.04710713535661762)	(38, 0.04796397444418596)	(40, 0.04895747996042331)	(42, 0.04982620308526721)	(44, 0.05072701311075514)	(46, 0.05167298247789022)	(48, 0.05262014024875286)	(50, 0.05353521111897148)	(52, 0.054346890864892666)	(54, 0.05535703403331581)	(56, 0.05645868428876081)	(58, 0.05744624778636037)	(60, 0.058425492457867045)	(62, 0.0594903021977578)	(64, 0.06060145968302325)	(66, 0.06183026913731682)	(68, 0.06312325239289844)	(70, 0.06484168418294534)	(72, 0.06659814489227406)	(74, 0.06879074976961605)	(76, 0.07108793417498303)	(78, 0.07315456825720404)	(80, 0.07542560778056477)	(82, 0.07787371945933144)	(84, 0.08027548339272342)	(86, 0.08275449356840656)	(88, 0.085428401955409)	(90, 0.08823422315617022)	(92, 0.09130268158072147)	(94, 0.09439728488727896)	(96, 0.09794942362894575)	(98, 0.10156098255699038)	(100, 0.10554688865921535)	(102, 0.10989406949461752)	(104, 0.11450269915008218)	(106, 0.11934663274360305)	(108, 0.12432960957324803)	(110, 0.12956809320431767)	(112, 0.1350466343883538)	(114, 0.14063094350414246)	(116, 0.14690452678191396)	(118, 0.1535001674698533)	(120, 0.15994488088439293)	(122, 0.16638840589520504)	(124, 0.17297097414214127)	(126, 0.17980310717186437)	(128, 0.18660196489721592)	(130, 0.19410435762928097)	(132, 0.2018075905913031)	(134, 0.20999450387044077)	(136, 0.2183287792117955)	(138, 0.22723586514983252)
KRAS_siRNA_P4_1_fastq_gz - illumina_universal_adapter	(1, 5.6856756767981125e-05)	(2, 0.00018045840191576617)	(3, 0.00044002185672611477)	(4, 0.0007984666276546914)	(5, 0.0009047640424817866)	(6, 0.0011445512340684896)	(7, 0.001216240188254205)	(8, 0.001312649471469477)	(9, 0.0014584994127438636)	(10, 0.0019059373681788454)	(12, 0.002263146122655944)	(14, 0.002672267568095113)	(16, 0.0031963385435217215)	(18, 0.003911992068927396)	(20, 0.004774731552058936)	(22, 0.005805569272591463)	(24, 0.006979784901495422)	(26, 0.008414800001661206)	(28, 0.01004510570116049)	(30, 0.011714963927107067)	(32, 0.013413250531437633)	(34, 0.015278399356717709)	(36, 0.017143548181997786)	(38, 0.01920027955725693)	(40, 0.02132375582089588)	(42, 0.023460828265501082)	(44, 0.025584304529140026)	(46, 0.02779059389502799)	(48, 0.030003063343173344)	(50, 0.031988105764246766)	(52, 0.034229003590776116)	(54, 0.03655889460181186)	(56, 0.03878619624737495)	(58, 0.04102585805745282)	(60, 0.0432309114068893)	(62, 0.045597882911469385)	(64, 0.04811812045603272)	(66, 0.05065442621446527)	(68, 0.053148707413547575)	(70, 0.05596929695582002)	(72, 0.059143387203215145)	(74, 0.0625449044776822)	(76, 0.06629621440791747)	(78, 0.07041091317488724)	(80, 0.07507687527921611)	(82, 0.08051781969862162)	(84, 0.08682891969986752)	(86, 0.09412265278003831)	(88, 0.10195652504950493)	(90, 0.11089416001014127)	(92, 0.12102949491225964)	(94, 0.13323762940350636)	(96, 0.14677695361299475)	(98, 0.16164746754072476)	(100, 0.17818289562859546)	(102, 0.19657729245948882)	(104, 0.21745113829204676)	(106, 0.24025316978891015)	(108, 0.2651601373026403)	(110, 0.29247733689675226)	(112, 0.32260523790152484)	(114, 0.35537574207955713)	(116, 0.3910817853298493)	(118, 0.42953302111887376)	(120, 0.4713758860507534)	(122, 0.517131979068012)	(124, 0.5682981160933891)	(126, 0.622934987314516)	(128, 0.681747122108735)	(130, 0.7456009680085323)	(132, 0.8145682139680934)	(134, 0.8901802843707993)	(136, 0.9715225270425567)	(138, 1.059483637811978)
KRAS_siRNA_P4_1_fastq_gz - polya	(1, 0.002140780493959637)	(2, 0.0071070945959976406)	(3, 0.008842461693872542)	(4, 0.011062347240726762)	(5, 0.013020197299867677)	(6, 0.014555329732603168)	(7, 0.016476099298199747)	(8, 0.023313742307775217)	(9, 0.032677802944171414)	(10, 0.04120631645936858)	(12, 0.04773001129026867)	(14, 0.05878123438293213)	(16, 0.07241696787563578)	(18, 0.08217284572715046)	(20, 0.09407568415488216)	(22, 0.10528017328752887)	(24, 0.11435006200847334)	(26, 0.12411459197514835)	(28, 0.13408182863986573)	(30, 0.14358432311882746)	(32, 0.1530287248245697)	(34, 0.16150408963235333)	(36, 0.16956168087953744)	(38, 0.17767118481768363)	(40, 0.18701176114150175)	(42, 0.19487529780580382)	(44, 0.2027549026839751)	(46, 0.2118631079149154)	(48, 0.21955607430891355)	(50, 0.22727376103194125)	(52, 0.2365327602699618)	(54, 0.24725396697008067)	(56, 0.25642520904004634)	(58, 0.2646484264917285)	(60, 0.2733363861291663)	(62, 0.28163005651858264)	(64, 0.2900930611618515)	(66, 0.298658655170593)	(68, 0.30731942244609833)	(70, 0.3158232156322659)	(72, 0.3242528478313449)	(74, 0.33242044454271047)	(76, 0.3418042814423303)	(78, 0.3510756408448657)	(80, 0.35883040806143773)	(82, 0.3675690443733861)	(84, 0.3790813016024508)	(86, 0.39073693673988696)	(88, 0.400473038328178)	(90, 0.41020172381776016)	(92, 0.41926666847289873)	(94, 0.4293463826347006)	(96, 0.4385065005566029)	(98, 0.44673713410699395)	(100, 0.45593804057179504)	(102, 0.46521805208949074)	(104, 0.4733287920440884)	(106, 0.4816941513876905)	(108, 0.4909420264776478)	(110, 0.49907007066256615)	(112, 0.5069348433433196)	(114, 0.5148836651427737)	(116, 0.5232094719599285)	(118, 0.5324672351814976)	(120, 0.5412268837731211)	(122, 0.5497739375350905)	(124, 0.5591577744347103)	(126, 0.5694092948832676)	(128, 0.5790452791389891)	(130, 0.5895538910094537)	(132, 0.5997411386025341)	(134, 0.6096614066420953)	(136, 0.618579265339508)	(138, 0.6268556314986037)
KRAS_siRNA_P4_1_fastq_gz - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00010382538192413944)	(4, 0.0002175388954601017)	(5, 0.000338668507704931)	(6, 0.0005858717980005011)	(7, 0.000909708108287698)	(8, 0.0014659155114527306)	(9, 0.002175388954601017)	(10, 0.0029503712696776294)	(12, 0.0038996319044126183)	(14, 0.004840240423987263)	(16, 0.005889618391291957)	(18, 0.006676960870883349)	(20, 0.00760150117658878)	(22, 0.008453116511657019)	(24, 0.009393725031231663)	(26, 0.01033309753435483)	(28, 0.011321910695537112)	(30, 0.01249489030798959)	(32, 0.013884172799450693)	(34, 0.015294467570586924)	(36, 0.017125007935225617)	(38, 0.018886331378581554)	(40, 0.02031516639648995)	(42, 0.021744001414398348)	(44, 0.023432399887117088)	(46, 0.025103494129515146)	(48, 0.026683123154503836)	(50, 0.02828623649207061)	(52, 0.030139025152835903)	(54, 0.032025186257791105)	(56, 0.03408191763305025)	(58, 0.03617943755120816)	(60, 0.03840179513096534)	(62, 0.040504259114929164)	(64, 0.04262773537856811)	(66, 0.044846384908970846)	(68, 0.04736167838772827)	(70, 0.050722407119296556)	(72, 0.05370615083316408)	(74, 0.05680731610992201)	(76, 0.05970577468863757)	(78, 0.06268086628734476)	(80, 0.06571034260991697)	(82, 0.0685828448431515)	(84, 0.07159872498475744)	(86, 0.0748716965482708)	(88, 0.07836097099079276)	(90, 0.08210857287167361)	(92, 0.08559413926484115)	(94, 0.08944927457700055)	(96, 0.09358251359074249)	(98, 0.09813105413218098)	(100, 0.10296264244100789)	(102, 0.10770770959823137)	(104, 0.11293729520443416)	(106, 0.11828801042288177)	(108, 0.12410223181063357)	(110, 0.12994611759322086)	(112, 0.13593585331708252)	(114, 0.1419799737648092)	(116, 0.14827129750283147)	(118, 0.15498533886725915)	(120, 0.1616004989155686)	(122, 0.16868905326479408)	(124, 0.17559220514629786)	(126, 0.18255344980102112)	(128, 0.18952458258735622)	(130, 0.19720024475103365)	(132, 0.2053554812978845)	(134, 0.21346374921957922)	(136, 0.22147437184160718)	(138, 0.22926869158462648)
KRAS_siRNA_P4_2_fastq_gz - illumina_universal_adapter	(1, 5.6856756767981125e-05)	(2, 0.00017798636901281047)	(3, 0.0004350777909202034)	(4, 0.0007959945947517357)	(5, 0.0009047640424817866)	(6, 0.0011445512340684896)	(7, 0.0012187122211571606)	(8, 0.0013200655701783442)	(9, 0.0014733316101615977)	(10, 0.001935601763014314)	(12, 0.002316294830069492)	(14, 0.0027427205058293503)	(16, 0.003282859695125171)	(18, 0.004038065746978138)	(20, 0.004926761575590712)	(22, 0.006096033138688759)	(24, 0.007517452057888287)	(26, 0.00924045899124841)	(28, 0.011181004820068636)	(30, 0.013175935372753887)	(32, 0.01516344982673027)	(34, 0.017398167571002224)	(36, 0.019588388723020975)	(38, 0.022048061461461897)	(40, 0.02461032356537548)	(42, 0.027262814870246947)	(44, 0.029811480793194275)	(46, 0.03241947550581254)	(48, 0.03516466804454485)	(50, 0.037692321687817054)	(52, 0.04033863291043113)	(54, 0.043094949597226734)	(56, 0.04574126081984081)	(58, 0.04847409319405834)	(60, 0.05107837985732217)	(62, 0.053788963935413096)	(64, 0.056724503007673)	(66, 0.05964150183316072)	(68, 0.0625498485434881)	(70, 0.0657412430212039)	(72, 0.0693022064179116)	(74, 0.07298429942686412)	(76, 0.0770137130586819)	(78, 0.08140280747787976)	(80, 0.0863950779253988)	(82, 0.09214502645767375)	(84, 0.09881457122984824)	(86, 0.10645191688352987)	(88, 0.11462322164424994)	(90, 0.12390323316194565)	(92, 0.13432655989725834)	(94, 0.14675964938267405)	(96, 0.1606302260011585)	(98, 0.17574052712047522)	(100, 0.19257507118960354)	(102, 0.2112710560346575)	(104, 0.2324192975194435)	(106, 0.25543145181305815)	(108, 0.28055966627160284)	(110, 0.30810923695859266)	(112, 0.33853996199397735)	(114, 0.37164789866326303)	(116, 0.40778778368802393)	(118, 0.44663454474152126)	(120, 0.4888988912833549)	(122, 0.535039385417023)	(124, 0.5865886875423583)	(126, 0.6414838862018442)	(128, 0.7006952543098905)	(130, 0.7649779979183505)	(132, 0.8343642534549627)	(134, 0.9102606076415085)	(136, 0.9918821900312998)	(138, 1.0801547769464936)
KRAS_siRNA_P4_2_fastq_gz - polya	(1, 0.002543721857141416)	(2, 0.008170068744268592)	(3, 0.01036770599499621)	(4, 0.012941092246973094)	(5, 0.01541065311702584)	(6, 0.017230069333601234)	(7, 0.019642773446886)	(8, 0.02683144512868118)	(9, 0.036464957351499544)	(10, 0.04589947092562998)	(12, 0.05336871834191063)	(14, 0.06559539307992952)	(16, 0.08021128761865512)	(18, 0.09094732651619172)	(20, 0.10370672434479757)	(22, 0.11576406482896401)	(24, 0.12581905866173632)	(26, 0.1363375586638128)	(28, 0.1467794256458977)	(30, 0.1569543130744634)	(32, 0.16702537512110488)	(34, 0.1759654821146442)	(36, 0.18463366548885835)	(38, 0.19327836455049444)	(40, 0.20295760938201748)	(42, 0.21126116790304567)	(44, 0.21969450815147906)	(46, 0.2289942959323984)	(48, 0.2369183974028229)	(50, 0.24480541837970307)	(52, 0.25383575457420027)	(54, 0.2647510158572011)	(56, 0.274106424378437)	(58, 0.28276719165394226)	(60, 0.2917839316674732)	(62, 0.30036312185718095)	(64, 0.30865061216434)	(66, 0.31711238079115733)	(68, 0.3257892162805318)	(70, 0.3345414487734465)	(72, 0.34340986681280006)	(74, 0.35184073502833046)	(76, 0.3613901981324483)	(78, 0.37079504731174334)	(80, 0.3785189141170284)	(82, 0.3874083444360571)	(84, 0.3990516194089785)	(86, 0.41074804308931334)	(88, 0.42043964808535117)	(90, 0.43022395431524985)	(92, 0.4394458730597261)	(94, 0.4498976281734228)	(96, 0.4591937079049877)	(98, 0.46747872617924374)	(100, 0.4764868140776143)	(102, 0.4856481680159681)	(104, 0.49398509898118625)	(106, 0.5023492223083368)	(108, 0.5113919186673488)	(110, 0.519527378950976)	(112, 0.5273661952862485)	(114, 0.5351666951115253)	(116, 0.543779257745423)	(118, 0.5530444370657008)	(120, 0.5620265686185903)	(122, 0.5702460780209182)	(124, 0.5790502232047949)	(126, 0.588918578553394)	(128, 0.5982134222685074)	(130, 0.6084983151612546)	(132, 0.6182121684534191)	(134, 0.6276800544717394)	(136, 0.63632846158273)	(138, 0.6445170705737707)
